ASSISTANCE_YEAR,ASSISTANCE_TERM,UNIVERSITY,AGE,COUNTY,NUMBER_OF_STUDENTS
2020,1,Yıldız Teknik Üniversitesi,19,BEYLİKDÜZÜ,5
2019,1,Mimar Sinan Güzel Sanatlar Üniversitesi,22,FATİH,3
2019,2,Beykoz Üniversitesi,22,ESENLER,1
2019,2,Marmara Üniversitesi,23,AVCILAR,2
2019,2,Sakarya Uygulamalı Bilimler Üniversitesi,21,SULTANBEYLİ,3
2019,1,Orta Doğu Teknik Üniversitesi,26,PENDİK,1
2019,1,Balıkesir Üniversitesi,19,BAŞAKŞEHİR,1
2019,1,Bilecik Şeyh Edebali Üniversitesi,21,BAĞCILAR,3
2020,1,Acıbadem Mehmet Ali Aydınlar Üniversitesi,23,ÜSKÜDAR,1
2019,1,İstanbul Arel Üniversitesi,20,GAZİOSMANPAŞA,1
2019,2,İstanbul Üniversitesi-Cerrahpaşa,24,ÜMRANİYE,2
2019,1,Beykent Üniversitesi,20,ÜMRANİYE,2
2019,2,Manisa Celâl Bayar Üniversitesi,23,PENDİK,1
2019,2,Akdeniz Üniversitesi,22,GAZİOSMANPAŞA,1
2020,1,Akdeniz Üniversitesi,20,SULTANGAZİ,3
2019,2,Atatürk Üniversitesi,23,AVCILAR,1
2020,1,Karadeniz Teknik Üniversitesi,25,BAĞCILAR,1
2019,1,Erzincan Binali Yıldırım Üniversitesi,25,KÜÇÜKÇEKMECE,1
2019,1,Dokuz Eylül Üniversitesi,22,SULTANGAZİ,3
2019,2,Mardin Artuklu Üniversitesi,22,ŞİŞLİ,1
2020,1,Kocaeli Üniversitesi,18,SULTANGAZİ,2
2019,1,Tokat Gaziosmanpaşa,20,EYÜPSULTAN,1
2020,1,İstanbul Medipol Üniversitesi,22,KÜÇÜKÇEKMECE,1
2020,1,Muğla Sıtkı Koçman Üniversitesi,22,EYÜPSULTAN,3
2020,1,Dokuz Eylül Üniversitesi,20,BEYOĞLU,1
2020,1,Bahçeşehir Üniversitesi,19,ZEYTİNBURNU,1
2019,2,Fenerbahçe Üniversitesi,20,ATAŞEHİR,1
2019,2,Üsküdar Üniversitesi,23,BAĞCILAR,1
2019,1,Kütahya Dumlupınar Üniversitesi,21,ESENLER,2
2020,1,İstanbul Arel Üniversitesi,19,BÜYÜKÇEKMECE,3
2020,1,Sakarya Uygulamalı Bilimler Üniversitesi,20,ÜMRANİYE,9
2020,1,Ege Üniversitesi,20,ÇATALCA,2
2020,1,İnönü Üniversitesi,20,KAĞITHANE,1
2020,1,Sakarya Üniversitesi,20,SİLİVRİ,6
2020,1,Mimar Sinan Güzel Sanatlar Üniversitesi,20,TUZLA,1
2019,1,İstanbul Üniversitesi,20,ESENYURT,14
2019,1,İstanbul Üniversitesi-Cerrahpaşa,24,GÜNGÖREN,1
2019,1,Muğla Sıtkı Koçman Üniversitesi,20,SİLİVRİ,1
2019,2,Kocaeli Üniversitesi,23,ZEYTİNBURNU,1
2019,1,Aydın Adnan Menderes,22,PENDİK,1
2019,1,Kocaeli Üniversitesi,19,ŞİŞLİ,1
2020,1,Artvin Çoruh Üniversitesi,21,ARNAVUTKÖY,1
2020,1,İstanbul Üniversitesi-Cerrahpaşa,21,EYÜPSULTAN,12
2019,1,İstanbul Üniversitesi,22,ÇATALCA,1
2019,2,İstanbul Medeniyet Üniversitesi,21,ÇEKMEKÖY,4
2019,1,İnönü Üniversitesi,21,PENDİK,1
2020,1,Dicle Üniversitesi,20,BAĞCILAR,2
2020,1,Altınbaş Üniversitesi,19,ÜSKÜDAR,1
2020,1,Necmettin Erbakan Üniversitesi,19,ATAŞEHİR,1
2019,2,Ankara Hacı Bayram Veli Üniversitesi,19,KARTAL,1
2019,2,Niğde Ömer Halisdemir,22,BAHÇELİEVLER,1
2019,2,Çanakkale Onsekiz Mart Üniversitesi,22,EYÜPSULTAN,4
2020,1,Aydın Adnan Menderes,20,BÜYÜKÇEKMECE,1
2020,1,Bezm-İ Âlem Vakıf Üniversitesi,18,BAĞCILAR,2
2019,1,İstanbul Üniversitesi-Cerrahpaşa,19,BÜYÜKÇEKMECE,7
2020,1,Bursa Uludağ Üniversitesi,19,ÇEKMEKÖY,3
2019,2,Beykoz Üniversitesi,19,ESENYURT,1
2019,1,Trakya Üniversitesi,20,GAZİOSMANPAŞA,6
2019,2,Recep Tayyip Erdoğan,21,PENDİK,2
2019,1,Marmara Üniversitesi,19,ARNAVUTKÖY,1
2019,1,Nişantaşı Üniversitesi,21,FATİH,3
2019,1,Işık Üniversitesi,21,ÜMRANİYE,1
2020,1,Yıldız Teknik Üniversitesi,21,SULTANBEYLİ,2
2019,1,Bahçeşehir Üniversitesi,19,ESENYURT,1
2019,1,Karabük Üniversitesi,19,SULTANGAZİ,1
2019,1,Bilecik Şeyh Edebali Üniversitesi,21,ZEYTİNBURNU,1
2020,1,Yıldız Teknik Üniversitesi,20,ÜSKÜDAR,8
2019,1,Trakya Üniversitesi,23,BAĞCILAR,4
2019,1,İstanbul Bilgi Üniversitesi,20,SARIYER,1
2019,1,Düzce Üniversitesi,19,TUZLA,1
2019,2,Muğla Sıtkı Koçman Üniversitesi,21,ESENYURT,2
2020,1,İstanbul Üniversitesi-Cerrahpaşa,22,SARIYER,7
2019,2,Recep Tayyip Erdoğan,22,SULTANGAZİ,2
2019,1,Sakarya Üniversitesi,20,SULTANBEYLİ,3
2020,1,Mimar Sinan Güzel Sanatlar Üniversitesi,24,EYÜPSULTAN,2
2019,1,Bolu Abant İzzet Baysal Üniversitesi,19,SULTANBEYLİ,3
2020,1,Aydın Adnan Menderes,21,BEYOĞLU,1
2019,1,Trakya Üniversitesi,21,ESENLER,9
2020,1,Çanakkale Onsekiz Mart Üniversitesi,18,BAĞCILAR,2
2019,2,Bursa Teknik Üniversitesi,19,BEYLİKDÜZÜ,1
2020,1,Dokuz Eylül Üniversitesi,20,KAĞITHANE,1
2019,2,Yıldız Teknik Üniversitesi,23,BEYOĞLU,1
2019,2,Gebze Teknik Üniversitesi,22,ÇEKMEKÖY,1
2020,1,Trabzon Üniversitesi,20,GÜNGÖREN,1
2019,2,Mimar Sinan Güzel Sanatlar Üniversitesi,23,ÜSKÜDAR,2
2019,2,Ege Üniversitesi,20,BÜYÜKÇEKMECE,1
2020,1,Kocaeli Üniversitesi,20,FATİH,3
2019,2,Düzce Üniversitesi,21,SULTANGAZİ,5
2019,2,İstanbul Kültür Üniversitesi,23,FATİH,1
2020,1,Sinop Üniversitesi,21,BAHÇELİEVLER,1
2019,1,Kırklareli Üniversitesi,23,KAĞITHANE,1
2020,1,Mef Üniversitesi,22,SULTANGAZİ,2
2020,1,İstanbul Sabahattin Zaim Üniversitesi,18,BAŞAKŞEHİR,1
2019,2,Adıyaman Üniversitesi,23,AVCILAR,1
2020,1,Sivas Cumhuriyet Üniversitesi,20,ESENLER,1
2019,2,Yıldız Teknik Üniversitesi,21,SANCAKTEPE,1
2019,2,İstanbul Teknik Üniversitesi,20,GÜNGÖREN,1
2020,1,İstanbul Medeniyet Üniversitesi,21,BEYLİKDÜZÜ,1
2020,1,Kırşehir Ahi Evran Üniversitesi,20,BAHÇELİEVLER,1
2019,2,Sağlık Bilimleri Üniversitesi,22,KADIKÖY,1
2020,1,Eskişehir Teknik Üniversitesi,21,PENDİK,2
2019,2,Zonguldak Bülent Ecevit Üniversitesi,22,GAZİOSMANPAŞA,2
2019,2,Kastamonu Üniversitesi,20,EYÜPSULTAN,1
2019,1,Kocaeli Üniversitesi,24,ZEYTİNBURNU,1
2020,1,Recep Tayyip Erdoğan,20,BAKIRKÖY,1
2019,2,Hacettepe Üniversitesi,20,SİLİVRİ,1
2020,1,Kocaeli Üniversitesi,25,PENDİK,2
2019,2,Boğaziçi Üniversitesi,20,BAŞAKŞEHİR,1
2020,1,Doğuş Üniversitesi,23,KARTAL,1
2019,2,Atatürk Üniversitesi,22,KARTAL,1
2020,1,İstanbul Rumeli Üniversitesi,19,BÜYÜKÇEKMECE,1
2020,1,Erzurum Teknik Üniversitesi,25,SULTANBEYLİ,1
2020,1,İnönü Üniversitesi,18,SANCAKTEPE,1
2019,1,Kadir Has Üniversitesi,20,ATAŞEHİR,2
2019,2,Eskişehir Osmangazi Üniversitesi,23,BEYLİKDÜZÜ,1
2019,1,Marmara Üniversitesi,19,ATAŞEHİR,3
2019,2,İstanbul Arel Üniversitesi,20,ESENLER,1
2019,2,Tekirdağ Namık Kemal,23,ARNAVUTKÖY,5
2019,1,Yalova Üniversitesi,23,SİLİVRİ,1
2019,2,İstanbul Üniversitesi,21,KADIKÖY,2
2019,1,Aydın Adnan Menderes,23,SULTANGAZİ,1
2020,1,Sakarya Uygulamalı Bilimler Üniversitesi,20,SULTANGAZİ,3
2020,1,Başkent Üniversitesi,25,GAZİOSMANPAŞA,1
2020,1,Bursa Uludağ Üniversitesi,20,ÜMRANİYE,4
2020,1,Fırat Üniversitesi,21,GAZİOSMANPAŞA,1
2020,1,İstanbul Gedik Üniversitesi,19,GAZİOSMANPAŞA,1
2019,2,Sağlık Bilimleri Üniversitesi,21,BAHÇELİEVLER,8
2020,1,Dicle Üniversitesi,22,AVCILAR,2
2020,1,Atatürk Üniversitesi,19,KAĞITHANE,1
2019,2,Sinop Üniversitesi,22,FATİH,1
2020,1,Gebze Teknik Üniversitesi,24,SULTANBEYLİ,1
2020,1,Muğla Sıtkı Koçman Üniversitesi,21,SULTANGAZİ,2
2019,1,Karabük Üniversitesi,20,ZEYTİNBURNU,1
2020,1,Sakarya Üniversitesi,19,ZEYTİNBURNU,1
2019,1,İstanbul Gelişim Üniversitesi,22,ZEYTİNBURNU,1
2019,1,İstanbul Üniversitesi,21,MALTEPE,7
2019,1,Yıldız Teknik Üniversitesi,23,BAKIRKÖY,2
2020,1,Anadolu Üniversitesi,23,BEYLİKDÜZÜ,1
2020,1,Yalova Üniversitesi,26,KARTAL,1
2020,1,Çukurova Üniversitesi,22,AVCILAR,1
2019,1,Gazi Üniversitesi,21,ARNAVUTKÖY,1
2020,1,Yıldız Teknik Üniversitesi,22,KADIKÖY,4
2020,1,Ondokuz Mayıs Üniversitesi,25,SULTANGAZİ,1
2020,1,Beykoz Üniversitesi,19,ÜMRANİYE,2
2019,2,Bilecik Şeyh Edebali Üniversitesi,22,BEYLİKDÜZÜ,1
2020,1,Hacettepe Üniversitesi,21,ESENLER,3
2019,1,Kocaeli Üniversitesi,22,PENDİK,6
2019,1,Konya Teknik Üniversitesi,21,BAĞCILAR,1
2019,1,İstanbul Arel Üniversitesi,19,MALTEPE,1
2020,1,Burdur Mehmet Akif Ersoy Üniversitesi,21,ESENYURT,3
2020,1,Hitit Üniversitesi,20,SULTANBEYLİ,1
2019,2,Tekirdağ Namık Kemal,24,GÜNGÖREN,1
2019,1,Bilecik Şeyh Edebali Üniversitesi,22,KARTAL,1
2019,1,Yalova Üniversitesi,22,BAĞCILAR,1
2020,1,İnönü Üniversitesi,20,BEYOĞLU,1
2019,2,Nişantaşı Üniversitesi,22,ÜSKÜDAR,1
2019,2,İstanbul Aydın Üniversitesi,20,GÜNGÖREN,3
2019,1,Amasya Üniversitesi,25,ESENYURT,1
2019,2,Muğla Sıtkı Koçman Üniversitesi,21,ÜSKÜDAR,1
2020,1,İstanbul Üniversitesi,18,BEŞİKTAŞ,2
2019,2,Sakarya Üniversitesi,19,BAHÇELİEVLER,1
2020,1,Nişantaşı Üniversitesi,20,ARNAVUTKÖY,1
2019,1,İstanbul Üniversitesi-Cerrahpaşa,22,TUZLA,2
2020,1,Bilecik Şeyh Edebali Üniversitesi,19,ŞİŞLİ,1
2019,1,Kırklareli Üniversitesi,21,EYÜPSULTAN,2
2020,1,Tekirdağ Namık Kemal,19,KADIKÖY,1
2020,1,Haliç Üniversitesi,18,MALTEPE,1
2019,1,Aydın Adnan Menderes,21,ARNAVUTKÖY,1
2020,1,Tekirdağ Namık Kemal,25,ÜSKÜDAR,1
2019,2,Eskişehir Osmangazi Üniversitesi,19,BAYRAMPAŞA,1
2019,2,Necmettin Erbakan Üniversitesi,25,ÜMRANİYE,1
2020,1,Gümüşhane Üniversitesi,19,BAHÇELİEVLER,2
2019,2,Erzincan Binali Yıldırım Üniversitesi,25,ESENYURT,1
2019,2,Maltepe Üniversitesi,21,SANCAKTEPE,1
2020,1,Üsküdar Üniversitesi,18,SULTANGAZİ,2
2020,1,Sakarya Üniversitesi,21,KÜÇÜKÇEKMECE,9
2020,1,İstanbul Teknik Üniversitesi,21,ÜSKÜDAR,7
2019,1,İstanbul Gelişim Üniversitesi,24,KÜÇÜKÇEKMECE,1
2019,1,Balıkesir Üniversitesi,19,ÜMRANİYE,2
2019,1,Kocaeli Üniversitesi,21,GAZİOSMANPAŞA,4
2020,1,Orta Doğu Teknik Üniversitesi,24,FATİH,1
2020,1,Sakarya Üniversitesi,22,ŞİŞLİ,1
2019,2,Boğaziçi Üniversitesi,22,FATİH,2
2020,1,İstanbul Medipol Üniversitesi,24,SULTANBEYLİ,1
2020,1,Mimar Sinan Güzel Sanatlar Üniversitesi,22,ÇEKMEKÖY,1
2019,1,İstanbul Medipol Üniversitesi,20,ÜSKÜDAR,1
2020,1,Yıldız Teknik Üniversitesi,23,ESENLER,11
2019,1,Erzurum Teknik Üniversitesi,22,BAHÇELİEVLER,1
2019,2,İstinye Üniversitesi,22,BAĞCILAR,2
2020,1,Bahçeşehir Üniversitesi,21,KÜÇÜKÇEKMECE,1
2020,1,Alanya Alaaddin Keykubat Üniversitesi,20,PENDİK,1
2019,1,İstanbul Medipol Üniversitesi,23,BEŞİKTAŞ,1
2019,2,İstanbul Üniversitesi-Cerrahpaşa,19,AVCILAR,2
2020,1,Bayburt Üniversitesi,20,SULTANBEYLİ,1
2020,1,Sivas Cumhuriyet Üniversitesi,19,ATAŞEHİR,1
2020,1,Sakarya Üniversitesi,24,GAZİOSMANPAŞA,2
2019,1,Balıkesir Üniversitesi,24,SULTANBEYLİ,1
2020,1,İzmir Katip Çelebi Üniversitesi,19,PENDİK,1
2020,1,Bursa Uludağ Üniversitesi,20,SULTANGAZİ,5
2019,2,Dicle Üniversitesi,20,BAHÇELİEVLER,1
2020,1,Demiroğlu Bilim Üniversitesi,20,KAĞITHANE,1
2020,1,İstanbul Medipol Üniversitesi,21,KARTAL,2
2019,1,Ankara Hacı Bayram Veli Üniversitesi,21,KAĞITHANE,1
2019,2,Karabük Üniversitesi,20,KARTAL,2
2019,1,İstanbul Medeniyet Üniversitesi,20,TUZLA,1
2019,2,İstanbul Bilgi Üniversitesi,22,BAHÇELİEVLER,1
2020,1,Zonguldak Bülent Ecevit Üniversitesi,22,SARIYER,1
2019,2,Marmara Üniversitesi,19,PENDİK,4
2019,2,İstanbul Üniversitesi,22,GÜNGÖREN,4
2019,1,Eskişehir Teknik Üniversitesi,23,ŞİŞLİ,1
2019,2,Bursa Uludağ Üniversitesi,20,ÜSKÜDAR,2
2020,1,İstanbul Üniversitesi-Cerrahpaşa,19,ESENLER,13
2019,1,Ağrı İbrahim Çeçen Üniversitesi,21,AVCILAR,1
2020,1,İstanbul Üniversitesi,19,BAŞAKŞEHİR,13
2019,1,Demiroğlu Bilim Üniversitesi,22,SULTANGAZİ,1
2020,1,Zonguldak Bülent Ecevit Üniversitesi,22,BAKIRKÖY,1
2020,1,Tekirdağ Namık Kemal,18,SULTANBEYLİ,3
2020,1,Bartın Üniversitesi,21,GAZİOSMANPAŞA,4
2020,1,Kütahya Dumlupınar Üniversitesi,22,SULTANBEYLİ,4
2019,2,Haliç Üniversitesi,22,BAHÇELİEVLER,2
2019,1,Yozgat Bozok Üniversitesi,21,KAĞITHANE,1
2020,1,Dicle Üniversitesi,23,ESENYURT,1
2019,2,Eskişehir Teknik Üniversitesi,21,AVCILAR,1
2020,1,Bartın Üniversitesi,20,SULTANBEYLİ,3
2019,2,Altınbaş Üniversitesi,21,BÜYÜKÇEKMECE,1
2020,1,Işık Üniversitesi,23,ÇEKMEKÖY,1
2019,1,Tekirdağ Namık Kemal,21,KAĞITHANE,5
2020,1,Haliç Üniversitesi,22,BAĞCILAR,2
2019,2,İstanbul Okan Üniversitesi,19,KADIKÖY,1
2019,1,Fenerbahçe Üniversitesi,20,TUZLA,1
2019,2,İstanbul Üniversitesi-Cerrahpaşa,23,PENDİK,1
2020,1,Selçuk Üniversitesi,21,AVCILAR,1
2019,2,Ege Üniversitesi,19,EYÜPSULTAN,1
2019,1,Kastamonu Üniversitesi,25,TUZLA,1
2020,1,Biruni Üniversitesi,19,BAŞAKŞEHİR,2
2020,1,Sakarya Üniversitesi,20,KARTAL,14
2019,1,Trakya Üniversitesi,20,ÇATALCA,2
2020,1,Kafkas Üniversitesi,21,BAYRAMPAŞA,1
2019,2,Necmettin Erbakan Üniversitesi,22,SULTANBEYLİ,2
2020,1,Piri Reis Üniversitesi,22,ATAŞEHİR,1
2019,2,Gaziantep Üniversitesi,23,KÜÇÜKÇEKMECE,1
2019,2,Aksaray Üniversitesi,22,ARNAVUTKÖY,1
2019,1,Dokuz Eylül Üniversitesi,22,BAŞAKŞEHİR,1
2020,1,Avrasya Üniversitesi,22,KARTAL,1
2019,2,İstanbul Üniversitesi,22,ESENLER,9
2019,2,Trakya Üniversitesi,23,SARIYER,1
2019,1,Sivas Cumhuriyet Üniversitesi,24,ARNAVUTKÖY,1
2019,1,Bursa Uludağ Üniversitesi,20,BEYLİKDÜZÜ,1
2020,1,İstanbul Üniversitesi-Cerrahpaşa,21,SANCAKTEPE,6
2020,1,Pamukkale Üniversitesi,18,ESENYURT,2
2019,1,Koç Üniversitesi,20,BAĞCILAR,1
2020,1,Maltepe Üniversitesi,22,KADIKÖY,1
2019,1,Ankara Üniversitesi,22,SANCAKTEPE,2
2019,1,İstanbul Teknik Üniversitesi,24,BAKIRKÖY,1
2019,2,Pamukkale Üniversitesi,26,SULTANGAZİ,1
2019,1,İstanbul Medipol Üniversitesi,22,ÇATALCA,1
2019,2,Muğla Sıtkı Koçman Üniversitesi,23,GAZİOSMANPAŞA,2
2019,2,Tekirdağ Namık Kemal,19,BÜYÜKÇEKMECE,1
2020,1,Pamukkale Üniversitesi,23,BAĞCILAR,1
2019,1,Bursa Uludağ Üniversitesi,22,MALTEPE,2
2020,1,Çanakkale Onsekiz Mart Üniversitesi,23,KADIKÖY,1
2020,1,İstanbul Teknik Üniversitesi,21,ESENYURT,6
2020,1,İnönü Üniversitesi,19,SARIYER,1
2019,2,Bursa Uludağ Üniversitesi,24,KAĞITHANE,2
2019,1,Gebze Teknik Üniversitesi,19,ATAŞEHİR,1
2020,1,Gazi Üniversitesi,20,BAHÇELİEVLER,1
2020,1,Yıldız Teknik Üniversitesi,23,BAKIRKÖY,1
2020,1,Türk-Alman Üniversitesi,20,MALTEPE,4
2020,1,İstanbul Teknik Üniversitesi,25,KAĞITHANE,2
2020,1,Erzincan Binali Yıldırım Üniversitesi,19,SULTANBEYLİ,1
2019,1,Bursa Uludağ Üniversitesi,21,ESENLER,4
2019,2,Gebze Teknik Üniversitesi,21,BAĞCILAR,1
2019,1,Haliç Üniversitesi,22,ÇEKMEKÖY,1
2019,1,Çanakkale Onsekiz Mart Üniversitesi,21,BÜYÜKÇEKMECE,5
2019,2,Bolu Abant İzzet Baysal Üniversitesi,21,KAĞITHANE,1
2019,2,Bilecik Şeyh Edebali Üniversitesi,23,ÇEKMEKÖY,2
2019,2,İstinye Üniversitesi,20,SARIYER,1
2019,1,Sakarya Üniversitesi,25,TUZLA,1
2019,1,Karabük Üniversitesi,21,MALTEPE,1
2020,1,Muğla Sıtkı Koçman Üniversitesi,21,BEYLİKDÜZÜ,1
2020,1,Bayburt Üniversitesi,19,ESENLER,1
2019,1,Çanakkale Onsekiz Mart Üniversitesi,21,KARTAL,1
2019,2,Doğuş Üniversitesi,20,ATAŞEHİR,3
2020,1,İstanbul Ayvansaray Üniversitesi,20,PENDİK,1
2020,1,İstanbul Yeni Yüzyıl Üniversitesi,22,ESENLER,1
2019,2,İstanbul Teknik Üniversitesi,24,GAZİOSMANPAŞA,1
2020,1,İstanbul Üniversitesi-Cerrahpaşa,18,ZEYTİNBURNU,3
2020,1,İstanbul Medeniyet Üniversitesi,24,EYÜPSULTAN,2
2020,1,İstanbul Okan Üniversitesi,19,SULTANBEYLİ,3
2020,1,Hacettepe Üniversitesi,22,KÜÇÜKÇEKMECE,2
2020,1,Mardin Artuklu Üniversitesi,20,ZEYTİNBURNU,1
2019,2,Marmara Üniversitesi,23,ÇATALCA,1
2019,2,İstanbul Üniversitesi-Cerrahpaşa,24,BEYLİKDÜZÜ,1
2020,1,Zonguldak Bülent Ecevit Üniversitesi,20,AVCILAR,5
2019,1,Aydın Adnan Menderes,23,AVCILAR,1
2019,1,Kadir Has Üniversitesi,22,AVCILAR,1
2019,1,İstanbul Rumeli Üniversitesi,21,SİLİVRİ,1
2020,1,Akdeniz Üniversitesi,19,SİLİVRİ,1
2019,1,Fenerbahçe Üniversitesi,20,ÜMRANİYE,1
2019,1,Yıldız Teknik Üniversitesi,22,ŞİŞLİ,1
2019,1,Yıldız Teknik Üniversitesi,26,ÜMRANİYE,1
2020,1,Aydın Adnan Menderes,22,ÇEKMEKÖY,1
2020,1,Selçuk Üniversitesi,20,BAHÇELİEVLER,1
2020,1,Haliç Üniversitesi,21,BEYOĞLU,1
2019,2,Yıldız Teknik Üniversitesi,22,MALTEPE,2
2019,1,İstanbul Medeniyet Üniversitesi,20,BAŞAKŞEHİR,4
2020,1,Kadir Has Üniversitesi,21,GÜNGÖREN,1
2019,1,Trakya Üniversitesi,20,EYÜPSULTAN,3
2019,1,Girne Amerikan Üniversitesi,22,KÜÇÜKÇEKMECE,1
2019,2,Niğde Ömer Halisdemir,19,SULTANBEYLİ,1
2020,1,İstanbul Teknik Üniversitesi,21,GÜNGÖREN,4
2019,2,Bilecik Şeyh Edebali Üniversitesi,22,ATAŞEHİR,1
2020,1,Kırşehir Ahi Evran Üniversitesi,19,PENDİK,1
2020,1,Çanakkale Onsekiz Mart Üniversitesi,22,SULTANGAZİ,7
2020,1,Kütahya Sağlık Bilimleri Üniversitesi,19,ÇATALCA,1
2019,1,Düzce Üniversitesi,21,BÜYÜKÇEKMECE,1
2020,1,Bursa Uludağ Üniversitesi,22,ŞİLE,1
2019,2,Ankara Yıldırım Beyazıt Üniversitesi,20,SARIYER,1
2020,1,Yeditepe Üniversitesi,18,MALTEPE,1
2019,1,Nevşehir Hacı Bektaş Veli Üniversitesi,23,ESENYURT,1
2019,2,Maltepe Üniversitesi,23,GAZİOSMANPAŞA,1
2020,1,Karadeniz Teknik Üniversitesi,20,GÜNGÖREN,1
2020,1,İstanbul Medeniyet Üniversitesi,21,ATAŞEHİR,12
2019,2,Kocaeli Üniversitesi,24,BAHÇELİEVLER,1
2019,2,Fırat Üniversitesi,22,ARNAVUTKÖY,2
2020,1,Beykoz Üniversitesi,20,ÜSKÜDAR,1
2020,1,Trakya Üniversitesi,25,KAĞITHANE,1
2020,1,Eskişehir Osmangazi Üniversitesi,19,GAZİOSMANPAŞA,2
2019,2,Bursa Uludağ Üniversitesi,22,SANCAKTEPE,4
2019,1,Çanakkale Onsekiz Mart Üniversitesi,21,SİLİVRİ,2
2019,1,İstanbul Üniversitesi-Cerrahpaşa,20,GAZİOSMANPAŞA,8
2019,1,Trakya Üniversitesi,21,SARIYER,1
2019,2,Düzce Üniversitesi,20,KARTAL,3
2019,1,Düzce Üniversitesi,20,EYÜPSULTAN,1
2020,1,Biruni Üniversitesi,25,BAĞCILAR,1
2019,2,Çanakkale Onsekiz Mart Üniversitesi,21,KÜÇÜKÇEKMECE,9
2019,1,Aydın Adnan Menderes,20,ÜMRANİYE,2
2019,2,Muğla Sıtkı Koçman Üniversitesi,21,ESENLER,2
2020,1,Ordu Üniversitesi,24,BAĞCILAR,1
2020,1,Fırat Üniversitesi,24,ESENYURT,1
2019,1,İstanbul Medeniyet Üniversitesi,22,FATİH,2
2020,1,Ankara Hacı Bayram Veli Üniversitesi,25,ÇEKMEKÖY,1
2019,1,Yozgat Bozok Üniversitesi,22,PENDİK,1
2019,2,Pamukkale Üniversitesi,23,BAŞAKŞEHİR,1
2019,1,İstanbul Ticaret Üniversitesi,22,ZEYTİNBURNU,1
2019,1,İstanbul Üniversitesi,22,EYÜPSULTAN,4
2020,1,İstanbul Gelişim Üniversitesi,19,GAZİOSMANPAŞA,2
2019,1,Marmara Üniversitesi,21,AVCILAR,8
2019,1,Piri Reis Üniversitesi,23,MALTEPE,1
2019,2,Ondokuz Mayıs Üniversitesi,20,SARIYER,1
2020,1,Sakarya Uygulamalı Bilimler Üniversitesi,23,GAZİOSMANPAŞA,1
2020,1,Tekirdağ Namık Kemal,20,SARIYER,2
2019,2,İstanbul Sabahattin Zaim Üniversitesi,21,FATİH,1
2019,2,Kırıkkale Üniversitesi,20,ÜMRANİYE,1
2019,2,Bolu Abant İzzet Baysal Üniversitesi,23,TUZLA,2
2019,1,Sivas Cumhuriyet Üniversitesi,20,MALTEPE,1
2019,1,Karabük Üniversitesi,23,BAYRAMPAŞA,1
2020,1,Gebze Teknik Üniversitesi,22,ATAŞEHİR,5
2020,1,Kütahya Dumlupınar Üniversitesi,19,BAHÇELİEVLER,2
2019,2,Karadeniz Teknik Üniversitesi,20,BEYLİKDÜZÜ,1
2020,1,Eskişehir Teknik Üniversitesi,20,BAĞCILAR,1
2019,2,Bursa Uludağ Üniversitesi,20,ÇEKMEKÖY,2
2019,1,Marmara Üniversitesi,19,ZEYTİNBURNU,5
2019,1,Bahçeşehir Üniversitesi,22,SARIYER,1
2019,1,Bartın Üniversitesi,22,BAHÇELİEVLER,1
2020,1,Tekirdağ Namık Kemal,24,ARNAVUTKÖY,1
2020,1,İstanbul Ticaret Üniversitesi,20,ŞİŞLİ,1
2019,2,Kırklareli Üniversitesi,20,ESENYURT,5
2019,1,Aydın Adnan Menderes,22,KARTAL,1
2020,1,Atatürk Üniversitesi,20,ÇEKMEKÖY,1
2020,1,Trakya Üniversitesi,24,SARIYER,1
2020,1,Akdeniz Üniversitesi,21,ŞİŞLİ,1
2020,1,Trakya Üniversitesi,19,BAHÇELİEVLER,6
2020,1,Kocaeli Üniversitesi,18,BEYLİKDÜZÜ,1
2020,1,Bartın Üniversitesi,24,ESENYURT,1
2019,2,İstanbul Esenyurt Üniversitesi,24,ESENYURT,1
2020,1,İstanbul Galata Üniversitesi,21,BAYRAMPAŞA,1
2019,1,Akdeniz Üniversitesi,24,KARTAL,1
2020,1,Boğaziçi Üniversitesi,24,AVCILAR,2
2020,1,Sağlık Bilimleri Üniversitesi,21,ESENYURT,3
2019,1,Kütahya Dumlupınar Üniversitesi,20,SANCAKTEPE,2
2020,1,Marmara Üniversitesi,25,ŞİŞLİ,1
2019,1,İstanbul Üniversitesi,23,SARIYER,1
2020,1,Trabzon Üniversitesi,24,ARNAVUTKÖY,1
2019,1,İstanbul Kültür Üniversitesi,19,BAŞAKŞEHİR,1
2020,1,İbn Haldun Üniversitesi,18,FATİH,1
2020,1,Marmara Üniversitesi,25,EYÜP,1
2020,1,Bahçeşehir Üniversitesi,21,KADIKÖY,1
2019,2,Balıkesir Üniversitesi,20,BAHÇELİEVLER,1
2020,1,Bilecik Şeyh Edebali Üniversitesi,21,BEYKOZ,1
2020,1,Yıldız Teknik Üniversitesi,18,BAHÇELİEVLER,5
2019,2,Karadeniz Teknik Üniversitesi,20,KÜÇÜKÇEKMECE,1
2019,1,Bandırma Onyedi Eylül,19,KÜÇÜKÇEKMECE,1
2019,1,Zonguldak Bülent Ecevit Üniversitesi,23,BAĞCILAR,2
2020,1,Karabük Üniversitesi,21,KARTAL,3
2019,2,Bilecik Şeyh Edebali Üniversitesi,22,ARNAVUTKÖY,2
